qid,docno,score
21,xna32qve,2.5
21,ejv0gidp,2.5
21,sw8aleo3,2.5
21,645zegcv,2.5
21,c3fytzu3,1.5
21,644lf8vn,1.0
21,dyxjpqfe,1.0
21,piyo00yg,1.0
21,iryb3v0z,0.7
21,uzksol4p,0.3
21,jy7j8sh0,0.3
21,xrhqisii,0.2
21,dwt0h2tg,0.2
21,23mxohid,0.2
21,g0pk8dw3,0.2
21,bm7i52gm,0.2
21,4wtt935o,0.2
21,6sfleb1b,0.2
21,htmnmiqz,0.2
21,aaglh001,0.2
21,sptpg8uw,0.2
21,1x2urcj9,0.2
21,i1pjikyv,0.2
21,u86icqcc,0.2
21,aj8nxi3x,0.2
21,wrru98zg,0.2
21,1qhferax,0.2
21,h7lvun9a,0.2
21,3ha96who,0.2
21,ao5676lc,0.2
21,g06l1j0h,0.2
21,vg42z900,0.2
21,1zpcijm0,0.2
21,vxk7uqlc,0.2
21,9yzum3er,0.2
21,4uk96af7,0.1
21,qtfdtfq4,0.1
21,zc1vih5s,0.1
21,ge7qt256,0.1
21,zjv6gmul,0.1
21,ltdajnyy,0.1
21,2hchnlwb,0.1
21,wxparyeg,0.1
21,0ysi263r,0.1
21,hbcr9kbm,0.1
21,4fmcwf9x,0.1
21,cwetpnei,0.1
21,9p2n8tjx,0.1
21,vlns6j0j,0.1
21,7mfc4mee,0.1
21,wl7mff4t,0.1
21,nfibuobt,0.1
21,05u4t67u,0.1
21,b6l0qshz,0.1
21,e3522foi,0.1
21,nxw5k9y1,0.1
21,bswndfvk,0.1
21,n1fabz7k,0.1
21,wale2wiu,0.1
21,lbtdex4p,0.1
21,z8cbbit3,0.1
21,klzs6hqy,0.0
21,zmmef8gj,0.0
21,1lg2203q,0.0
21,zy2yc8gs,0.0
21,lof5hdjy,0.0
22,v0m0xz7z,8.5
22,fq1su77a,8.5
22,nvaofi1k,8.5
22,1qhferax,8.5
22,mahp1wkn,8.5
22,5b4jzj3w,8.5
22,15c85zi4,8.5
22,wb150n8w,8.5
22,nlaiurau,7.5
22,0jp0z5kp,7.5
22,af94djog,7.5
22,fg0svwx9,7.5
22,473qbg0u,7.5
22,fvrd128w,7.5
22,2yhbopjy,7.5
22,at3jjjnb,6.5
22,2c12telo,6.5
22,zwffw6ur,6.5
22,n3o8lwu4,6.5
22,b5rh0org,5.5
22,wjm11xzr,4.5
22,p8h6zhnk,3.5
22,r2fkckdx,3.5
22,30s14h9j,3.5
22,utsvsja0,2.5
22,ihad1sqp,2.5
22,rh29mtrm,2.5
22,s0otfnjw,2.5
22,mu5u5bvj,2.5
22,xna32qve,2.5
22,ta1i0ata,2.5
22,5p18gmeu,2.5
22,9785vg6d,2.5
22,s9luo49b,2.5
22,qd6c1iil,2.0
22,aq0e30o2,1.2
22,tlvgyzft,1.2
22,645zegcv,1.0
22,6myqgme3,1.0
22,5lqy1gjj,1.0
22,iaceti4b,0.8
22,d0hrsiu3,0.2
22,bzex0385,0.2
22,k8mn9xkj,0.2
22,6o0yrkdi,0.2
22,8iwsvku9,0.2
22,jy7j8sh0,0.2
22,hnk7ok3f,0.2
22,b41j1ilr,0.2
22,kjcbbgse,0.2
22,3okytwd8,0.2
22,8m0vyxq8,0.2
22,3ha96who,0.2
22,g0pk8dw3,0.2
22,texk4z76,0.2
22,cpy0hqt4,0.2
22,w1csq51z,0.2
22,0q2ky9gd,0.2
22,20qfaplw,0.2
22,7mfc4mee,0.2
22,ww9k0cf0,0.2
22,danl62io,0.2
22,utg8k7qs,0.2
22,xrhqisii,0.2
22,echn80cq,0.2
22,iryb3v0z,0.2
22,xd3zxx0c,0.2
22,0ysi263r,0.2
22,daxz9yhp,0.2
22,kkxdmzk9,0.2
22,t7qk6evo,0.2
22,feohfmbo,0.2
22,ozigndov,0.2
22,dizrffw1,0.2
22,7jhyjvhn,0.2
22,zxtbnyho,0.1
22,b6l0qshz,0.1
22,bswndfvk,0.1
22,0u5ot5h4,0.1
22,nzxpo4sd,0.1
22,2hchnlwb,0.1
22,l9tjubqe,0.1
22,ls8wfi82,0.1
22,aaglh001,0.1
22,3w02be5c,0.1
22,84p3mem3,0.1
22,t091j5le,0.1
22,qtfdtfq4,0.1
22,hwywzb0a,0.1
22,kka9ksa3,0.1
22,ibmi9ln8,0.1
22,n6b0r92e,0.1
22,xtwf4kgb,0.1
22,hx4pznuj,0.1
22,xxt4g8gq,0.1
22,uk5wzk6m,0.1
22,de4dhv4b,0.0
22,lz0ff16u,0.0
22,37s6bxhw,0.0
22,zmmef8gj,0.0
23,3lg076wx,9.0
23,zwffw6ur,8.5
23,efcd79ws,8.5
23,az2t6jjx,8.5
23,r2fkckdx,8.5
23,k8mn9xkj,8.5
23,jk7vng3v,8.5
23,w52dc97h,8.5
23,qd3disy2,8.5
23,l9akk8i6,7.8
23,2c12telo,7.5
23,kkxdmzk9,7.5
23,iaceti4b,7.5
23,n3o8lwu4,6.5
23,ihad1sqp,6.5
23,fdjjl1h7,6.5
23,gw2cow0d,5.8
23,nvaofi1k,3.5
23,2vo80sry,3.5
23,qd6c1iil,3.5
23,2hbxvvpw,3.5
23,9kizif98,3.5
23,ndmf5ekp,2.5
23,l1lq8yga,2.5
23,ww9k0cf0,2.5
23,b41j1ilr,2.5
23,afnto2tz,2.5
23,dplkmng5,2.5
23,k8jzzqj0,2.5
23,fq1su77a,2.5
23,sw8aleo3,2.5
23,jy7j8sh0,2.3
23,2hchnlwb,2.0
23,ysd1iykp,1.0
23,xrhqisii,1.0
23,a47pkh8q,1.0
23,2s6hpakk,1.0
23,2ma564ej,1.0
23,ff3j7i7i,0.3
23,ibmi9ln8,0.2
23,xogzl1lv,0.2
23,cxnoemdo,0.2
23,6o0yrkdi,0.2
23,v0m0xz7z,0.2
23,aq0e30o2,0.2
23,26pbzbxz,0.2
23,p8h6zhnk,0.2
23,3okytwd8,0.2
23,2folsh35,0.2
23,2yhbopjy,0.2
23,de4dhv4b,0.2
23,ikq38rm1,0.2
23,usvz287e,0.2
23,07hj0vkb,0.2
23,k9yjwnmt,0.2
23,0d3vy87b,0.2
23,yz507b0n,0.2
23,kka9ksa3,0.2
23,w1csq51z,0.1
23,7mfc4mee,0.1
23,hp1gz37o,0.1
23,zxtbnyho,0.1
23,lz0ff16u,0.1
23,bzex0385,0.1
23,bswndfvk,0.1
23,7rsmbk3j,0.1
23,rnjnxymc,0.1
23,xd3zxx0c,0.1
23,hylleesx,0.1
23,30s14h9j,0.1
23,z6ndprmm,0.1
23,64l96jwp,0.1
23,81kuduex,0.1
23,n6b0r92e,0.1
23,ehoo6fcr,0.1
23,qtfdtfq4,0.1
23,feohfmbo,0.1
23,33zi29bg,0.1
23,82nhvcdw,0.1
23,l565gha4,0.1
23,gzts5h0y,0.1
23,84p3mem3,0.1
23,syuga1j1,0.1
23,6p0knj62,0.1
23,8m0vyxq8,0.1
23,wzt9w46s,0.1
23,73ic8yg6,0.1
23,lfvso15k,0.1
23,iwtevhmq,0.1
23,epchoupz,0.1
23,ykisq8nz,0.1
23,az8xd66p,0.1
23,kaf75ng9,0.1
23,0ysi263r,0.1
23,absjerdt,0.1
23,b6l0qshz,0.0
23,zmmef8gj,0.0
23,htmnmiqz,0.0
23,np9tsmvs,0.0
23,m6wid9v5,0.0
24,u9z8x4v9,9.5
24,zkgprc4u,9.5
24,mig5zt5p,9.5
24,ls8wfi82,9.0
24,agiqcmru,8.5
24,d624q452,8.5
24,vs32no7a,8.5
24,q8e08pq0,8.5
24,v4r5d26a,8.5
24,642pa6sl,7.5
24,iaceti4b,7.5
24,3zh8jmc2,7.5
24,p3k14z38,7.5
24,07hj0vkb,6.5
24,gqbxcgv1,6.5
24,kkxdmzk9,6.5
24,ijncfuxi,5.5
24,usvz287e,4.8
24,mu5u5bvj,4.2
24,nlaiurau,3.5
24,2c12telo,3.5
24,afnto2tz,2.5
24,aaglh001,2.5
24,6o0yrkdi,2.5
24,vu9b5a14,2.5
24,dyxjpqfe,2.5
24,2yhbopjy,2.0
24,i8c3zbtc,1.5
24,2hchnlwb,1.2
24,bzex0385,1.0
24,dqfvrerw,1.0
24,3okytwd8,0.3
24,3kevhgvv,0.2
24,bswndfvk,0.2
24,2folsh35,0.2
24,cin2qol8,0.2
24,xrhqisii,0.2
24,3meiks6o,0.2
24,fq1su77a,0.2
24,aq0e30o2,0.2
24,otqv6hzf,0.2
24,6p0knj62,0.2
24,3h7pdd8m,0.2
24,0q2ky9gd,0.2
24,g0pk8dw3,0.2
24,ihad1sqp,0.2
24,zxtbnyho,0.2
24,m1jpza1z,0.2
24,p9mbmfaq,0.2
24,cxnoemdo,0.2
24,n55xvwkf,0.2
24,w1csq51z,0.1
24,ndmf5ekp,0.1
24,qtfdtfq4,0.1
24,hylleesx,0.1
24,81kuduex,0.1
24,n3o8lwu4,0.1
24,69tz7sph,0.1
24,np9tsmvs,0.1
24,64l96jwp,0.1
24,lz0ff16u,0.1
24,p8h6zhnk,0.1
24,feohfmbo,0.1
24,htmnmiqz,0.1
24,3dgjv0x1,0.1
24,rp9z4izp,0.1
24,uwez578q,0.1
24,9vw76cic,0.1
24,4jnovvnp,0.1
24,bglrptqj,0.1
24,n6b0r92e,0.1
24,t091j5le,0.1
24,cd75og2q,0.1
24,j3h62pcu,0.1
24,wuu713l2,0.1
24,lvoam28y,0.1
24,3w02be5c,0.1
24,30s14h9j,0.1
24,kvuy06ln,0.1
24,25ykas09,0.1
24,awguczze,0.1
24,b6l0qshz,0.1
24,5yhoiv76,0.1
24,9p2n8tjx,0.1
24,5kqtxh6t,0.1
24,v0m0xz7z,0.1
24,zc1vih5s,0.1
24,ynnp2wph,0.1
24,26pbzbxz,0.1
24,xd3zxx0c,0.1
24,zfpg6dgj,0.1
24,syuga1j1,0.0
24,t8e8m6td,0.0
24,7xp143nc,0.0
24,vn3gkugz,0.0
24,xxt4g8gq,0.0
24,37ojix5j,0.0
24,zmmef8gj,0.0
24,29x2i5a1,0.0
24,algzczs8,0.0
25,m855sd72,9.0
25,2jq626ye,8.5
25,c5jdp5jv,8.5
25,b5rh0org,8.5
25,845w9r6l,8.5
25,mudtccfe,8.5
25,2vo80sry,8.5
25,295i2q8v,8.5
25,9nl6nein,8.5
25,qaogpxy9,8.5
25,z9l34c04,8.5
25,ejv0gidp,8.5
25,797781dl,8.5
25,gse1k0wh,8.5
25,clio7417,8.5
25,xrhqisii,7.8
25,9f3t46bt,7.5
25,2p7qrgx0,7.5
25,pdvaf3xa,7.5
25,t7qk6evo,7.5
25,3zh8jmc2,7.5
25,6t5puo6p,7.5
25,absjerdt,7.5
25,2ax1e7zw,7.5
25,t35n7bk9,7.5
25,ciwts11b,6.8
25,oyajv16r,6.5
25,zwffw6ur,6.5
25,y0zjkmoe,6.5
25,vuvgvz4n,5.0
25,2a5u7ts5,4.5
25,ta1i0ata,4.5
25,9717nzr7,3.5
25,9kroonl1,3.5
25,nml9kqiu,3.5
25,leedutqo,3.5
25,zxtbnyho,2.5
25,gb1txu1o,2.5
25,m74bvoiy,2.5
25,li48ej86,2.5
25,cqx9pjzr,2.5
25,si5168pb,2.5
25,ao7kenbx,2.5
25,skybixa4,2.5
25,efk5pzov,2.5
25,917uwsgx,2.5
25,2ils0n0u,2.5
25,8vk89i4h,2.5
25,5gglmx9d,2.5
25,mciwp44p,2.5
25,7lvyg0ea,2.0
25,6b6esumw,2.0
25,2hchnlwb,2.0
25,xxt4g8gq,1.0
25,ieaklip5,1.0
25,izea05z4,1.0
25,8pp9kou2,0.2
25,le1mc045,0.2
25,2bsk6oh7,0.2
25,vu9b5a14,0.2
25,6sfleb1b,0.2
25,6c86edkc,0.2
25,1qyuhbz0,0.2
25,llilwq1u,0.2
25,7jszm1nd,0.2
25,soov8q3q,0.2
25,9785vg6d,0.2
25,gw9ymmsx,0.2
25,531twx5p,0.2
25,ibmi9ln8,0.2
25,cin2qol8,0.2
25,bi0tai8t,0.2
25,8y7218oj,0.2
25,snfsaont,0.2
25,uj7lyawj,0.2
25,782iew86,0.2
25,vv581qzu,0.2
25,pgqsezq2,0.2
25,989ogvsj,0.2
25,oclr8qwr,0.2
25,xauekjrw,0.2
25,mpfmam46,0.2
25,81kuduex,0.2
25,r707jl16,0.1
25,nepgttxf,0.1
25,feohfmbo,0.1
25,t8e8m6td,0.1
25,fmgnavfq,0.1
25,299oohbp,0.1
25,fugl5zz5,0.1
25,oq7pim3b,0.1
25,j0u2e01k,0.1
25,jp1to5gp,0.1
25,8ut2p9p6,0.1
25,lzw1q285,0.1
25,nvgbfnzt,0.1
25,1rhy8td0,0.1
25,k2io05hy,0.1
25,6fisbx49,0.1
25,gfqbdj0h,0.1
26,2jq626ye,9.0
26,9kizif98,9.0
26,k9yjwnmt,8.5
26,64l96jwp,8.5
26,270msv5l,8.5
26,zwffw6ur,8.5
26,24lz9tf1,8.5
26,0jp0z5kp,7.5
26,lzquegwc,7.5
26,5i66xf7d,6.5
26,b41j1ilr,6.5
26,o1x05kni,6.5
26,l1lq8yga,6.5
26,2folsh35,5.8
26,8y24j34j,3.5
26,7lvyg0ea,2.5
26,mciwp44p,2.5
26,mvkao3ye,2.5
26,xrhqisii,2.5
26,m3skoj50,2.5
26,5lqy1gjj,2.5
26,zmmef8gj,1.5
26,v0m0xz7z,1.5
26,lfvso15k,1.5
26,lwvb6dxc,1.5
26,feohfmbo,1.0
26,ttu6xum8,1.0
26,gw2p27rc,1.0
26,kc1xl0sg,1.0
26,y0m1utug,1.0
26,pebc17zw,1.0
26,soov8q3q,0.7
26,6nas74q1,0.2
26,32zroj99,0.2
26,60y9to0r,0.2
26,1ct93xjk,0.2
26,qtfdtfq4,0.2
26,iblo9m4q,0.2
26,cxnoemdo,0.2
26,afwxps4b,0.2
26,3009k19l,0.2
26,299oohbp,0.2
26,akri8qdk,0.2
26,0q2ky9gd,0.2
26,1l67qsfc,0.2
26,mqgk3hrx,0.2
26,d0hrsiu3,0.2
26,1vhzto1o,0.2
26,c8mvdo4o,0.2
26,qqy1xgta,0.2
26,gs75ebo4,0.2
26,zxtbnyho,0.1
26,bswndfvk,0.1
26,c1r10fy6,0.1
26,de4dhv4b,0.1
26,3w02be5c,0.1
26,5fbahs13,0.1
26,w1csq51z,0.1
26,2hchnlwb,0.1
26,bzex0385,0.1
26,7mfc4mee,0.1
26,6fy90ixc,0.1
26,iwtevhmq,0.1
26,t8vmow9s,0.1
26,bsu74y23,0.1
26,6sfleb1b,0.1
26,b6l0qshz,0.1
26,1qyuhbz0,0.1
26,n4duwd0x,0.1
26,uwez578q,0.1
26,svsfu7fj,0.1
26,eajf7zal,0.1
26,1r1ueuk2,0.1
26,nmt221tu,0.1
26,33zi29bg,0.1
26,nfibuobt,0.1
26,nzxpo4sd,0.1
26,t8e8m6td,0.1
26,xd3zxx0c,0.1
26,mq4a4u40,0.1
26,m6abyuvx,0.1
26,9p2n8tjx,0.1
26,bv7zyugl,0.1
26,bxeoso4k,0.1
26,zffjloio,0.1
26,5kyqqaic,0.1
26,5xn4atcu,0.1
26,vy0v0vkd,0.1
26,bjg20xnk,0.1
26,brsailag,0.1
26,6xf4o3oy,0.1
26,29nj4f05,0.1
26,pjpkz6wv,0.1
26,np9tsmvs,0.1
26,kvuy06ln,0.1
26,njzyu4mv,0.0
26,7xp143nc,0.0
26,klzs6hqy,0.0
26,82nhvcdw,0.0
26,w8bmmgtj,0.0
27,l9tjubqe,8.5
27,3nk2ipyi,8.5
27,y3roar7m,8.5
27,a7zwn5bg,8.5
27,ramd5lit,7.5
27,d6awwygy,7.5
27,ee0ai7p5,7.5
27,2jq626ye,7.5
27,uj7lyawj,6.5
27,7io75fnf,5.5
27,gb1txu1o,3.5
27,hp1gz37o,3.5
27,mudtccfe,3.5
27,n85ptr5p,3.5
27,n1fabz7k,3.5
27,uwez578q,2.5
27,m59czkya,2.5
27,iblo9m4q,2.5
27,zlzag6a8,2.5
27,3kevhgvv,2.5
27,9kizif98,2.5
27,rnjnxymc,2.5
27,vuvgvz4n,2.5
27,tg6s41y3,2.5
27,jm3uzg2i,2.5
27,2hchnlwb,2.0
27,33zi29bg,2.0
27,kaf75ng9,2.0
27,l1lq8yga,2.0
27,p8h6zhnk,1.5
27,c6elsnag,1.2
27,32zroj99,1.0
27,a47pkh8q,1.0
27,g0pk8dw3,1.0
27,0d3vy87b,1.0
27,52ve344g,1.0
27,60y9to0r,0.2
27,bzwfs0i5,0.2
27,8y24j34j,0.2
27,akri8qdk,0.2
27,vj4rvfte,0.2
27,1qyuhbz0,0.2
27,k9yjwnmt,0.2
27,usz7pnvu,0.2
27,7mfc4mee,0.2
27,pav9cx2p,0.2
27,782iew86,0.2
27,ejv0gidp,0.2
27,mciwp44p,0.2
27,8y7218oj,0.2
27,kvuy06ln,0.2
27,3z20ctdf,0.2
27,6nas74q1,0.2
27,xd3zxx0c,0.2
27,ibmi9ln8,0.2
27,jvxv7y1b,0.2
27,ciwts11b,0.2
27,1r1ueuk2,0.2
27,4qrg6lqu,0.2
27,nmt221tu,0.2
27,6fisbx49,0.2
27,zxtbnyho,0.1
27,jt81i0uc,0.1
27,feohfmbo,0.1
27,6fy90ixc,0.1
27,7xp143nc,0.1
27,njzyu4mv,0.1
27,bi0tai8t,0.1
27,b6l0qshz,0.1
27,g06l1j0h,0.1
27,64l96jwp,0.1
27,fmgnavfq,0.1
27,d0hrsiu3,0.1
27,wtpo1xvw,0.1
27,cr0zskcw,0.1
27,xxt4g8gq,0.1
27,bsu74y23,0.1
27,4jnovvnp,0.1
27,zfpg6dgj,0.1
27,n6b0r92e,0.1
27,mvkao3ye,0.1
27,iwtevhmq,0.1
27,nfibuobt,0.1
27,cqx9pjzr,0.1
27,nzxpo4sd,0.1
27,wzt9w46s,0.1
27,7cgqxt2m,0.1
27,26pbzbxz,0.1
27,d5d3y7jf,0.1
27,3w02be5c,0.1
27,deq5tv1d,0.1
27,txjj28jq,0.1
27,vn3gkugz,0.1
27,1v353uij,0.1
27,bswndfvk,0.0
27,zmmef8gj,0.0
27,c1r10fy6,0.0
27,1rhy8td0,0.0
27,v9k7vpi8,0.0
27,t8e8m6td,0.0
28,2jq626ye,8.5
28,jk7vng3v,8.5
28,pue5q5wp,8.5
28,270msv5l,7.5
28,w2axjs9n,6.5
28,8hiymqyb,6.5
28,lx6hl42z,6.5
28,hkfkugzn,5.5
28,viiuaoce,3.5
28,qnwtwpni,3.5
28,00rezmqj,3.5
28,24lz9tf1,2.5
28,5is9kc52,2.5
28,f5v3hhr8,2.5
28,nuep8nim,2.5
28,08dljap3,2.5
28,rb15hld7,2.5
28,ndsc0rif,2.5
28,d99opco3,2.5
28,rf7kpyo4,2.0
28,z5lv81bi,2.0
28,some9e4a,1.5
28,5kffoext,1.2
28,9063uhox,1.2
28,6f8vyziv,1.2
28,rv3dvt7x,0.3
28,lxtuig9w,0.2
28,wcm40guc,0.2
28,femlz8z2,0.2
28,fvx0xof9,0.2
28,473qbg0u,0.2
28,9l8nuz5g,0.2
28,a4w2nnos,0.2
28,m1jpza1z,0.2
28,sl45z4i0,0.2
28,1qbklvqy,0.2
28,ylpa702c,0.2
28,hrfbygub,0.2
28,hlu1noym,0.2
28,5d5authn,0.2
28,xibqsjib,0.2
28,zlygzsm1,0.2
28,fr1nwyca,0.2
28,p7v5p036,0.2
28,mtk3qxue,0.2
28,cc31u01y,0.2
28,ttu6xum8,0.2
28,2h6es4x4,0.2
28,t0oz35cm,0.1
28,7ydmp1pd,0.1
28,cxxk09t2,0.1
28,w1csq51z,0.1
28,1v353uij,0.1
28,5wz79c2l,0.1
28,zbogocki,0.1
28,izea05z4,0.1
28,vmmlxr0o,0.1
28,qaj7sy45,0.1
28,2hchnlwb,0.1
28,p2buyrcj,0.1
28,kzyxzlrm,0.1
28,mjx8jmz8,0.1
28,pnqlkgdj,0.1
28,qtwcbn7m,0.1
28,b6l0qshz,0.1
28,gw2cow0d,0.1
28,0avsdbnb,0.1
28,9717nzr7,0.1
28,q8cmc2je,0.1
28,mx6i2781,0.1
28,auum3tn7,0.1
28,nepgttxf,0.1
28,xd3zxx0c,0.1
28,u5tvbej3,0.1
28,801y5xy0,0.1
28,m6abyuvx,0.1
28,3pnuzxqv,0.1
28,yxuyhc7p,0.1
28,cgx90xnt,0.1
28,02wvru99,0.1
28,zec2ebhp,0.1
28,fdjjl1h7,0.1
28,bjg20xnk,0.1
28,rn5gn7pw,0.1
28,2tji14il,0.1
28,bw6ralqj,0.1
28,ofpcgxce,0.1
28,226ne81d,0.1
28,mpu1ico3,0.1
28,26pbzbxz,0.1
28,fe87u8t8,0.1
28,bi0tai8t,0.1
28,njzyu4mv,0.1
28,akri8qdk,0.1
28,8iq93l2n,0.1
28,ev4pasbk,0.1
28,rb9xdzro,0.0
28,ue1rpjgv,0.0
28,oz7hras7,0.0
28,xxt4g8gq,0.0
29,cxxk09t2,9.5
29,izea05z4,9.0
29,tsuz3j40,9.0
29,zvkxormv,9.0
29,pnroqceq,8.5
29,a9o2dvke,8.5
29,e7b1guwq,8.5
29,jp1to5gp,8.5
29,fyztb8d9,8.5
29,505i9na8,8.5
29,l565gha4,8.5
29,5q3ojfmc,8.5
29,nqkw5v3w,8.5
29,wk2u2a9w,8.5
29,f59c4idd,8.5
29,jiw3cji1,8.5
29,6b6esumw,8.5
29,7cpxg1b4,8.5
29,5l0fthw3,8.5
29,2jq626ye,8.5
29,m3y35ozx,8.5
29,24lz9tf1,8.5
29,8hiymqyb,8.5
29,vggfbym5,8.5
29,ivz4r389,7.8
29,vzbh457k,7.8
29,89j0om5b,7.5
29,0oq4kkn5,7.5
29,810r5q03,7.5
29,nybuhief,7.5
29,mtk3qxue,7.5
29,2hflah2h,7.5
29,mx6i2781,7.5
29,i8znp72t,7.5
29,howix091,7.5
29,d62iuk72,7.5
29,o8kffjw0,7.5
29,tztrwfbi,7.5
29,v3548bfn,7.5
29,mtgtss0m,7.5
29,z9o0ipz8,6.8
29,e2txo10z,6.5
29,nj23h32n,6.5
29,nn9gj0z1,6.5
29,0littefv,6.5
29,d441jam3,6.5
29,4t8ra5oa,6.5
29,nf27fe01,6.5
29,7flusgus,5.8
29,3009k19l,5.5
29,3wt8z1gk,3.5
29,13h5aigg,3.5
29,u2lwgyyf,3.5
29,6sb3ipab,3.5
29,vbmkasx2,3.5
29,psaf2vls,3.5
29,gc84k214,3.5
29,ll93g47p,2.5
29,qb7umsyu,2.3
29,mzcvilbw,2.0
29,xxt4g8gq,2.0
29,e5al0zdk,1.0
29,p6ikd8ns,1.0
29,78empsdp,1.0
29,8b23lqnr,0.3
29,mwew2dbb,0.2
29,7jszm1nd,0.2
29,cin2qol8,0.2
29,iefu6hph,0.2
29,q46tddfh,0.2
29,or5nbobd,0.2
29,fvx0xof9,0.2
29,ciwts11b,0.2
29,8vk89i4h,0.2
29,pzc4ivvg,0.2
29,bqv0nbo7,0.2
29,6r0f4bbu,0.2
29,sctfgzdo,0.2
29,qlent1g9,0.2
29,qxqhvd8x,0.2
29,f0ncxqbx,0.2
29,r7ofnxf1,0.2
29,3pnuzxqv,0.2
29,7tb5e05h,0.2
29,46f7pb5w,0.2
29,wi7qdbc7,0.2
29,9815ikzg,0.2
29,8ut2p9p6,0.1
29,iuo2cw23,0.1
29,baugu1gh,0.1
29,esh8p28s,0.1
29,5yhoiv76,0.1
29,vu9b5a14,0.1
29,sufwsu77,0.1
29,d3a06n3f,0.1
29,o1x8c9o4,0.1
29,wr8mngg2,0.1
29,z9r5htm9,0.1
29,j9qucb0k,0.1
29,x7f9927x,0.0
30,jk7vng3v,9.2
30,2jq626ye,8.5
30,b5rh0org,8.5
30,mvapt627,8.5
30,zzflr2hx,7.5
30,uylgyhs8,7.5
30,50xvzmm4,7.5
30,270msv5l,4.5
30,rn3bjc9d,3.5
30,i8znp72t,3.5
30,jq1xumrh,2.5
30,7wv4cb37,2.5
30,v3548bfn,2.5
30,2528jrn6,2.5
30,dgeisr8h,2.5
30,184kmuiy,2.5
30,m2fsrwvw,2.0
30,00rezmqj,1.5
30,hrfbygub,1.2
30,3zh8jmc2,1.0
30,d8p7mgqt,1.0
30,8mbqkzpu,1.0
30,ajlctjeb,0.3
30,femlz8z2,0.2
30,nepgttxf,0.2
30,2tji14il,0.2
30,sl45z4i0,0.2
30,mx6i2781,0.2
30,ylpa702c,0.2
30,pnroqceq,0.2
30,pnqlkgdj,0.2
30,lmswl9ol,0.2
30,j35b7917,0.2
30,nadhhe5k,0.2
30,oz7hras7,0.2
30,1qbklvqy,0.2
30,evy1neal,0.2
30,ibvnvjji,0.2
30,remv8xvx,0.2
30,8n0tvm0w,0.2
30,bjg20xnk,0.1
30,5wz79c2l,0.1
30,24lz9tf1,0.1
30,akri8qdk,0.1
30,m1jpza1z,0.1
30,7mfc4mee,0.1
30,1wl7i7ch,0.1
30,cxxk09t2,0.1
30,xsi3hbzs,0.1
30,wi7qdbc7,0.1
30,m6abyuvx,0.1
30,jb9kg3h0,0.1
30,4hygz05o,0.1
30,o7y3wygc,0.1
30,cgiok0ce,0.1
30,3pnuzxqv,0.1
30,nuep8nim,0.1
30,y0np2ipv,0.1
30,7flusgus,0.1
30,z6ndprmm,0.1
30,f089bs8r,0.1
30,c0smzrt6,0.1
30,nfibuobt,0.1
30,25ykas09,0.1
30,8ut2p9p6,0.1
30,auum3tn7,0.1
30,t0oz35cm,0.1
30,wlw8cty8,0.1
30,lar2m59n,0.1
30,qilqtvzt,0.1
30,imp7icud,0.1
30,ija2pb97,0.1
30,pq7xa4rr,0.1
30,jts6wnz9,0.1
30,njzyu4mv,0.1
30,qhhdjgeq,0.1
30,lxtuig9w,0.1
30,k5g8ebqg,0.1
30,htmnmiqz,0.1
30,10bu7iwg,0.1
30,9l8nuz5g,0.1
30,mcr12mwb,0.1
30,88wo4xen,0.1
30,zwffw6ur,0.1
30,mq4a4u40,0.1
30,hww0watl,0.1
30,3to48bpk,0.1
30,26pbzbxz,0.1
30,w1csq51z,0.1
30,2hchnlwb,0.1
30,xyc6a1fw,0.1
30,qcmsmfad,0.1
30,0aiaklrn,0.0
30,f5v3hhr8,0.0
30,8dbenul1,0.0
30,dvw4ajtv,0.0
30,k3z30aaw,0.0
30,wfkk7dsm,0.0
30,1484fg9p,0.0
30,9807pgmy,0.0
31,txjj28jq,9.0
31,jrcxxysz,9.0
31,p9r733t4,9.0
31,w0ouin51,8.5
31,5i66xf7d,8.5
31,5x24dcx9,8.5
31,e1aodl9u,8.5
31,yw2dawdc,8.5
31,4uk96af7,8.5
31,23mxohid,8.5
31,n0s0cyv2,8.5
31,zc1vih5s,8.5
31,qmo3o8cg,8.5
31,slxdonqi,8.0
31,33zi29bg,7.5
31,fj9l8che,7.5
31,n6b0r92e,7.5
31,2hbxvvpw,7.5
31,ecgyz78q,7.5
31,uuxj6kh7,7.5
31,7m21bgxb,7.5
31,msdyszr1,7.5
31,ozigndov,7.5
31,25cawzi0,6.5
31,qbt142yj,6.5
31,u6ts87ur,6.5
31,12eqrhql,6.5
31,b8t4a57r,6.5
31,xrhqisii,5.5
31,22ewkwma,4.8
31,wrru98zg,4.5
31,63bos83o,4.5
31,yu6mw601,3.8
31,tocqabgu,3.5
31,wu7i548j,3.5
31,po76kous,3.5
31,4jdn4kw6,3.5
31,9idv3n54,3.5
31,jm3uzg2i,3.5
31,lvlbwcl0,3.5
31,d8908t93,3.2
31,30s14h9j,3.0
31,pdjsy9a0,2.5
31,wale2wiu,2.5
31,kc1xl0sg,2.5
31,iwtevhmq,2.5
31,tlvgyzft,2.5
31,k3z30aaw,2.5
31,vy00r2b0,2.5
31,zfpg6dgj,2.5
31,c2qdkz3o,2.5
31,fkz10jkf,2.5
31,ciuhyhb8,2.5
31,zkudc8ww,2.5
31,f29y8vh5,2.5
